relation_id,subject_ku_id,object_ku_id,predicate,direction,time,role,scope,origin,status,evidence_doc_id,evidence_source_file,evidence_span
rel-296,units/persons/pietro-testa,units/persons/cassiano-dal-pozzo,patronized_by,forward,,庇护与服务关系,早期罗马时期；另有债务与未付作品背景,enrich,formal,silvia-bruno-testa-pietro-detto-il-lucchesino-dizionario-biografico-degli-italiani-95-2019,https://www.treccani.it/enciclopedia/testa-pietro-detto-il-lucchesino_(Dizionario-Biografico)/,"lines 29–30, 35–37"
rel-297,units/persons/pietro-testa,units/persons/pier-francesco-mola,friend_of,forward,,朋友,卢卡时期；来源明称Mola为朋友,enrich,formal,silvia-bruno-testa-pietro-detto-il-lucchesino-dizionario-biografico-degli-italiani-95-2019,https://www.treccani.it/enciclopedia/testa-pietro-detto-il-lucchesino_(Dizionario-Biografico)/,lines 54–57
rel-298,units/persons/rudolf-wittkower,units/institutions/columbia-university,employed_by,forward,1956–1969,艺术史教授,艺术史教学任职,enrich,formal,persons-rudolf-wittkower,https://www.columbia.edu/cu/libraries/inside/projects/findingaids/scans/pdfs/48_WIEN-WIT_21.pdf,PDF第1页 Biography
rel-299,units/persons/salvator-rosa,units/procedures/exhibition-self-promotion,uses_procedure,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 917–926; print pp. 22
rel-300,units/persons/simonelli,units/persons/pier-francesco-mola,friend_of,forward,,朋友,本书补记p.401称Mola为Simonelli的friend,book,formal,patrons-and-painters,02-sources/02-Markdown/20_CHP-20Postscript.md,lines 90–91; print p.401
rel-301,units/persons/sixtus-v,units/families/peretti-family,member_of,forward,,,,enrich,formal,peretti-family-wikipedia-it,https://it.wikipedia.org/w/index.php?oldid=152330894,佩雷蒂家族卡 S4；Storia 与谱系表
rel-302,units/persons/tommaso-fontana,units/persons/francesco-fontana,parent_of,forward,,父亲,Tommaso Fontana与其子Francesco Fontana,enrich,formal,tavernari-fontana-family-2017,https://iris.unimore.it/retrieve/e31e124d-08e1-987f-e053-3705fe0a095a/FONTANA%20famiglia%20.pdf,印刷页 66：suo figlio Francesco
rel-303,units/persons/urbano-viii,units/persons/gian-lorenzo-bernini,patron_of,forward,,长期赞助人和圣彼得工程委托方,具体作品责任仍须逐项建模,enrich,formal,dbi-urban-viii,https://www.treccani.it/enciclopedia/urbano-viii_(Dizionario-Biografico)/,本卡 S7；艺术赞助与圣彼得工程段
rel-304,units/persons/vincenzo-armanni-ch1,units/persons/camillo-pamfili,advised,forward,,装饰建议提供者,未注明日期的Valmontone别墅装饰书信,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 329–330; print pp. 9
rel-305,units/persons/viviano-codazzi,units/persons/michelangelo-cerquozzi,friend_of,forward,,朋友,馆方叙述中明确amico pittore，并称其提供起义见闻；不由此认定本件具体绘制分工已无争议,enrich,formal,works-michelangelo-cerquozzi-the-revolt-of-masaniello,https://galleriaspada.cultura.gov.it/capolavori/esplora-le-sale/sala-iv/cerquozzi-la-rivolta-di-masaniello/,作品说明：amico pittore Viviano Codazzi
rel-306,units/institutions/accademia-degli-agiati,units/places/rovereto,located_at,forward,18世纪语境,机构所在城市,研究中的学会所在城市；不推定具体建筑地址,enrich,formal,persons-amadeo-swajer,https://media.agiati.org/page/attachments/memorie-mem-06-i-buoni-ingegni-della-patria-art02-ferrari.pdf,印刷p.58第2节；PDF第8页
rel-307,units/institutions/biblioteca-augusta,units/places/perugia,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 236–237; print pp. 7
rel-308,units/institutions/biblioteca-casanatense,units/places/rome,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 89–92; print pp. 4
rel-309,units/institutions/british-academy,units/places/london,located_at,forward,,所在地,机构所在地,enrich,formal,institutions-british-academy,https://www.thebritishacademy.ac.uk/fellows/profiles/hugh-honour-FBA/,个人记录全部字段及机构页脚
rel-310,units/institutions/ca-foscari-university-venice,units/places/venice,located_at,forward,来源访问时点2026-09-15,主要所在地,机构所在城市；不以单一城市概括全部异地教学场所,enrich,formal,institutions-ca-foscari-university-venice,https://www.unive.it/pag/17956/,Who we are主校区段
rel-311,units/institutions/charavay-freres,units/places/paris,located_at,forward,1889年12月,书商地址所在城市,"题名页出版商地址4, rue de Furstenberg",enrich,formal,archives-montaiglon-academy-correspondence,https://archive.org/download/correspondancede03acad/correspondancede03acad_bw.pdf,第三卷题名页；PDF第9页
rel-312,units/institutions/city-of-paris,units/places/paris,located_at,forward,,对应市政城市,遗赠行政主体对应巴黎城市；不是两个同类地理实体,enrich,formal,institutions-city-of-paris,https://parismuseescollections.paris.fr/en/the-musee-cognacq-jay,馆藏概述：City of Paris
rel-313,units/institutions/colnaghi,units/places/london,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 467–468; print pp. 12
rel-314,units/institutions/columbia-university,units/places/new-york,located_at,forward,,所在地,机构所在地,enrich,formal,institutions-columbia-university,https://www.columbia.edu/content/about-columbia-university,University Mission Statement两段及页面栏目；视频未观看
rel-315,units/institutions/correr-library,units/institutions/museo-correr,part_of,forward,,所属图书馆,博物馆包含其威尼斯艺术与历史图书馆,enrich,formal,institutions-correr-library,https://correr.visitmuve.it/en/library/,The Library：The Correr Museum incorporates the Library
rel-316,units/institutions/correr-library,units/places/venice,located_at,forward,,,第一版序言所述研究场所所在地,book,formal,patrons-and-painters,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,lines 23–23; 章前：第一版序言；印刷页ix；PDF 7
rel-317,units/institutions/correr-library,units/persons/teodoro-correr,supported_by,forward,1830,创立遗赠者,遗赠促成图书馆1830年创立；与博物馆端点分别记录,enrich,formal,institutions-correr-library,https://correr.visitmuve.it/en/library/,The Library首句：museum and library founded through bequest
rel-318,units/institutions/finnish-institute,units/places/villa-lante-rome,located_at,forward,,机构使用建筑,机构使用的罗马Villa Lante建筑；不等于建筑所有权，也不确定作品原定安置,enrich,formal,institutions-finnish-institute,https://www.turismoroma.it/it/luoghi/istituto-finlandese-di-roma,机构介绍与地址：Villa Lante，Gianicolo
rel-319,units/institutions/gabinetto-dei-disegni-castello-sforzesco,units/places/castello-sforzesco,located_at,forward,所引目录记录时点,所在建筑,SIRBeC4y010-09081记载的收藏部门位置,enrich,formal,institutions-gabinetto-dei-disegni-castello-sforzesco,https://www.lombardiabeniculturali.it/opere-arte/schede-complete/4y010-09081/,PDF3：COLLOCAZIONE SPECIFICA
rel-320,units/institutions/gabinetto-dei-disegni-castello-sforzesco,units/places/milan,located_at,forward,所引目录记录时点,所在城市,SIRBeC4y010-09081记载的收藏部门位置,enrich,formal,institutions-gabinetto-dei-disegni-castello-sforzesco,https://www.lombardiabeniculturali.it/opere-arte/schede-complete/4y010-09081/,PDF2：LOCALIZZAZIONE GEOGRAFICO-AMMINISTRATIVA ATTUALE
rel-321,units/institutions/gabinetto-fotografico-nazionale,units/institutions/istituto-centrale-per-il-catalogo-e-la-documentazione,part_of,forward,1975起,组成机构,1975年并入后作为ICCD组成部分继续运作；不记录为停止摄影活动,enrich,formal,institutions-gabinetto-fotografico-nazionale,https://iccd.beniculturali.it/it/fotografia/gabinettofotograficonazionale,机构史1895设立与1975并入段
rel-322,units/institutions/kegan-paul-trench-trubner,units/places/london,located_at,forward,1941,出版活动地,题名页所示该出版商的出版活动地点,enrich,formal,archives-pastor-popes-english-vol33,https://archive.org/download/historyofpopesfr33past/historyofpopesfr33past.pdf,题名页出版项；PDF第7页
rel-323,units/institutions/kunstsammlungen-kassel,units/places/kassel,located_at,forward,1924–1992-03-31,机构所在城市,历史机构记录的所在地；不把它与现行联合机构作无时间的同一实体断言,enrich,formal,institutions-kunstsammlungen-kassel,https://www.proveana.de/de/corporate-body/staatliche-kunstsammlungen-kassel,Grunddaten：Bestehen、Standort
rel-324,units/institutions/marlborough-fine-art-ltd,units/places/london,located_at,forward,1946,初始营业城市,画廊初创时期所在城市，17–18 Old Bond Street,enrich,formal,institutions-marlborough-fine-art-ltd,https://marlborougharchive.com/history-marlborough-gallery,1946年创办两段
rel-325,units/institutions/mascardi-rome,units/places/rome,located_at,forward,1642,出版活动地,1642版出版项所载出版活动地点，不推定全时段地址,enrich,formal,archives-aedes-barberinae-ad-quirinalem,https://www.metmuseum.org/art/collection/search/344493,Artwork Details：Publisher、Published in、Date
rel-326,units/institutions/musee-cognacq-jay,units/persons/ernest-cognacq,supported_by,forward,1928遗赠；1929开馆,创馆收藏遗赠者,遗赠收藏成为博物馆基础，博物馆1929开馆；不记本人1929在世任职,enrich,formal,institutions-musee-cognacq-jay,https://www.museecognacqjay.paris.fr/en/museum/history-museum,The museum located Boulevard des Capucines
rel-327,units/institutions/museo-correr,units/places/venice,located_at,forward,,,图版48b–48d所列科雷尔博物馆城市,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-328,units/institutions/museo-correr,units/persons/teodoro-correr,supported_by,forward,1830,创立遗赠者,遗赠促成博物馆1830年创立；不补造遗赠法律生效日期,enrich,formal,institutions-museo-correr,https://correr.visitmuve.it/en/library/,The Library首句：museum and library founded through bequest
rel-329,units/institutions/museum-of-fine-arts-houston,units/places/houston,located_at,forward,来源访问时点2026-09-15,所在城市,机构所在地；不以1900年前期活动冒充开馆年,enrich,formal,institutions-museum-of-fine-arts-houston,https://www.mfah.org/about/history,"From Aspiration to Major Art Museum及页脚Houston,TX"
rel-330,units/institutions/museum-schloss-wilhelmshoehe,units/places/kassel,located_at,forward,,,馆藏说明中的博物馆所在地,enrich,formal,rkd-gerson-italy,https://gersonitaly.rkdstudies.nl/2-rome/24-bambocciate-rome-and-beyond/,图21；GK 554
rel-331,units/institutions/museum-schloss-wilhelmshoehe,units/places/schloss-wilhelmshoehe,located_at,forward,来源访问时点2026-09-15,馆舍建筑,博物馆使用的宫殿空间；建筑与机构分别登记,enrich,formal,institutions-museum-schloss-wilhelmshoehe,https://www.heritage-kassel.de/standorte/schloss-wilhelmshoehe,Von der Sommerresidenz zur Gemäldegalerie
rel-332,units/institutions/phaidon,units/places/vienna,located_at,forward,,创办地,官网称在维也纳创办，未用相对时间倒算成立年,enrich,formal,institutions-phaidon,https://www.phaidon.com/en-int/pages/our-company,完整About Phaidon段及相关品牌概述；无下载全目录
rel-333,units/institutions/pinacoteca-capitolina,units/institutions/capitoline-museums,part_of,forward,,绘画收藏部门,馆方现行收藏部门；不同于建筑空间,enrich,formal,institutions-pinacoteca-capitolina,https://www.museicapitolini.org/it/percorsi/pinacoteca-capitolina,完整馆藏部门介绍正文及所在楼层说明；不含链接的各展室详情
rel-334,units/institutions/pinacoteca-capitolina,units/places/palazzo-dei-conservatori,located_at,forward,页面访问2026-09-15,陈列场所：二楼,馆方页面所述绘画收藏陈列位置,enrich,formal,institutions-pinacoteca-capitolina,https://www.museicapitolini.org/it/percorsi/pinacoteca-capitolina,完整馆藏部门介绍正文及所在楼层说明；不含链接的各展室详情
rel-335,units/institutions/princeton-university-art-museum,units/institutions/princeton-university,part_of,forward,来源访问时点2026-09-15,所属大学,大学所属艺术博物馆；不等同艺术与考古学系,enrich,formal,institutions-princeton-university-art-museum,https://artmuseum.princeton.edu/about/directors-welcome?page=0,Director’s Welcome：university museum and teaching/research missions
rel-336,units/institutions/princeton-university-art-museum,units/places/princeton-new-jersey,located_at,forward,来源访问时点2026-09-15,所在城镇,博物馆所在地,enrich,formal,institutions-princeton-university-art-museum,https://artmuseum.princeton.edu/about/directors-welcome?page=0,"Director’s Welcome：Princeton, New Jersey"
rel-337,units/institutions/princeton-university,units/places/princeton-new-jersey,located_at,forward,来源访问时点2026-09-15,主要所在地,大学主校区所在城镇,enrich,formal,institutions-princeton-university,https://artmuseum.princeton.edu/about/directors-welcome?page=0,"Director’s Welcome：at the heart of Princeton University in Princeton,New Jersey"
rel-338,units/institutions/rhode-island-school-of-design-museum,units/places/providence,located_at,forward,,博物馆所在地,,enrich,formal,risd-museum-hours-admission,https://risdmuseum.org/hours-admission,Getting Here：博物馆地址及Providence train station
rel-339,units/institutions/royal-academy,units/places/london,located_at,forward,1960年目录记录,,1960展览目录责任机构所列城市；不表示本书供片来自该展览,enrich,formal,institutions-royal-academy,https://www.nationaltrustcollections.org.uk/object/3119476,"Makers and roles：Royal Academy of Arts, London"
rel-340,units/institutions/schildersbent,units/institutions/accademia-di-san-luca,disputed_with,forward,17世纪前期,征税争议方,抵制学院向罗马艺术家征税的尝试,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 819–833; print pp. 20
rel-341,units/institutions/service-de-documentation-photographique-des-musees-nationaux,units/places/paris,located_at,forward,,,本书供片署名所列巴黎；不推定今日地址,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 169–170; 章前：图片来源；印刷页xvi
rel-342,units/institutions/sir-john-soanes-museum,units/places/london,located_at,forward,2016–2017年报,登记地址所在城市,2016–2017年报地址；不以报告期末推定迁址,enrich,formal,institutions-sir-john-soanes-museum,https://www.soane.org/sites/default/files/2023-06/soane-museum-annual-report-accounts-2017.pdf,PDF8／印刷6：Registered address
rel-343,units/institutions/soprintendenza-alle-gallerie-florence,units/places/florence,located_at,forward,,,本书图片来源所列历史监管机构所在地,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 170–171; 章前：图片来源；印刷页xvi
rel-344,units/institutions/staatsgalerie-stuttgart,units/places/stuttgart,located_at,forward,页面访问2026-09-15,机构所在城市,市政府机构地址；不等于作品创作地点,enrich,formal,institutions-staatsgalerie-stuttgart,https://www.stuttgart.de/tourismus/sehenswuerdigkeiten/staatsgalerie,德语页面正文、图注与地址字段；页面标注2021-02-18
rel-345,units/institutions/stearn-and-son,units/places/cambridge,located_at,forward,,营业城市,档案规范记录中的摄影商号历史所在地；72 Bridge Street,enrich,formal,institutions-stearn-and-son,https://collegecollections.jesus.cam.ac.uk/index.php/stearn-sons-photographers-bridge-street-cambridge,Identity题名与History中的Bridge Street地址
rel-346,units/institutions/turners-of-cambridge,units/places/cambridge,located_at,forward,,,原书Turners of Cambridge署名粒度；不据此确认法律实体,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 171–172; 章前：图片来源；印刷页xvi
rel-347,units/institutions/ufficio-dell-assessore-comunale-alle-belle-arti,units/places/rome,located_at,forward,本书所述时点,书中机构所在地,原书图版目录括注的办公室所在城市；现代机构接续尚未确定,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 52–53; 章前：图版目录；印刷页xii
rel-348,units/institutions/university-library-cambridge,units/institutions/university-of-cambridge,part_of,forward,,所属图书馆,大学所属研究图书馆，不与大学合并为同一KU,enrich,formal,institutions-university-library-cambridge,https://api.repository.cam.ac.uk/server/api/core/bitstreams/678848c7-a7b2-4a76-a937-ea1bbd5ba59c/content,2005馆长导言PDF3／印刷1及PDF38／印刷36年表
rel-349,units/institutions/university-library-cambridge,units/places/cambridge,located_at,forward,2005年记录,出版项所列馆址,2005年出版项所列West Road城市；不倒填1416年的精确地址,enrich,formal,institutions-university-library-cambridge,https://api.repository.cam.ac.uk/server/api/core/bitstreams/678848c7-a7b2-4a76-a937-ea1bbd5ba59c/content,PDF38／印刷36出版项
rel-350,units/institutions/university-of-cambridge,units/places/cambridge,located_at,forward,来源访问时点2026-09-15,主要所在地,机构所在城市；不以单一城市概括全部异地教学场所,enrich,formal,institutions-university-of-cambridge,https://www.cam.ac.uk/about-the-university,Civic and community engagement及机构名称
rel-351,units/institutions/university-of-london,units/places/london,located_at,forward,来源访问时点2026-09-15,主要所在地,机构所在城市；不以单一城市概括全部异地教学场所,enrich,formal,institutions-university-of-london,https://www.london.ac.uk/about/who-we-are,Although proudly rooted in London
rel-352,units/institutions/university-of-padua,units/places/padua,located_at,forward,来源访问时点2026-09-15,主要所在地,机构所在城市；不以单一城市概括全部异地教学场所,enrich,formal,institutions-university-of-padua,https://www.unipd.it/en/storia,"Contacts: Via 8 Febbraio 2,35122 Padova"
rel-353,units/institutions/university-of-pittsburgh,units/places/pittsburgh,located_at,forward,来源访问时点2026-09-15,主要所在地,机构所在城市；不以单一城市概括全部异地教学场所,enrich,formal,institutions-university-of-pittsburgh,https://www.english.pitt.edu/history-department/1787/1787-1819-overview,"Department of English院系页脚Pittsburgh,PA"
rel-354,units/institutions/university-of-turin,units/places/turin,located_at,forward,来源访问时点2026-09-15,主要所在地,机构所在城市；不以单一城市概括全部异地教学场所,enrich,formal,institutions-university-of-turin,https://en.unito.it/university/about-us/short-history,Key dates：都灵校舍历史与机构名称
rel-355,units/institutions/wallraf-richartz-museum,units/places/cologne,located_at,forward,页面访问2026-09-15,机构所在城市,馆方联系地址；不以此说明作品产权,enrich,formal,institutions-wallraf-richartz-museum,https://www.wallraf.museum/en/the-museum/contact/contact/,完整联系页机构名称与地址字段
rel-356,units/institutions/warburg-institute-library,units/institutions/warburg-institute,part_of,forward,,所属图书馆,第一版序言Library of the Warburg Institute；机构图书馆的归属,book,formal,patrons-and-painters,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,lines 21–22; 章前：第一版序言；印刷页ix；PDF 7
rel-357,units/institutions/warburg-institute-library,units/places/london,located_at,forward,,,第一版序言所述图书馆所在地,book,formal,patrons-and-painters,02-sources/02-Markdown/00_03_Preface_1st_Ed.md,lines 21–22; 章前：第一版序言；印刷页ix；PDF 7
rel-358,units/institutions/warburg-institute,units/institutions/university-of-london,part_of,forward,1944起,大学所属研究所,1944年起成为伦敦大学组成机构；图书馆另设KU,enrich,formal,institutions-warburg-institute,https://warburg.sas.ac.uk/about-us/history-warburg-institute,首段及The Move to London的1944段
rel-359,units/institutions/warburg-institute,units/places/london,located_at,forward,1933起,迁入城市,1933年迁入伦敦；不由此确定各阶段街道地址,enrich,formal,institutions-warburg-institute,https://warburg.sas.ac.uk/about-us/history-warburg-institute,首段及The Move to London
rel-360,units/institutions/yale-university-press,units/institutions/yale-university,part_of,forward,1961起,所属出版部门,出版社为大学所属部门，同时保持财务和运营自主,enrich,formal,institutions-yale-university-press,https://yalebooks.yale.edu/a-brief-history-of-yale-university-press/,II. Growth and Diversification，1961段
rel-361,units/institutions/yale-university-press,units/places/new-haven,located_at,forward,1910起,迁入城市,1910年迁往纽黑文；不外推当时的具体街址,enrich,formal,institutions-yale-university-press,https://yalebooks.yale.edu/a-brief-history-of-yale-university-press/,The First Half-Century的1910迁址段
rel-362,units/institutions/yale-university-press,units/places/london,located_at,forward,1961起,伦敦分部,1961年设伦敦分部；不是纽黑文总部搬迁至伦敦,enrich,formal,institutions-yale-university-press,https://yalebooks.yale.edu/a-brief-history-of-yale-university-press/,II. Growth and Diversification，1961段
rel-363,units/places/basilica-di-sant-ubaldo,units/places/gubbio,located_at,forward,,basilica location,The basilica is located at Gubbio; this does not assert historical jurisdiction or ownership.,enrich,formal,itwiki-basilica-di-santubaldo-rev-150331520,https://it.wikipedia.org/wiki/Basilica_di_Sant'Ubaldo,"lead: located at Gubbio, on Monte Ingino"
rel-364,units/places/cerasi-chapel,units/places/santa-maria-del-popolo,part_of,forward,,,建筑内部礼拜堂,enrich,formal,part-of-places-santa-maria-del-popolo-md,https://en.wikipedia.org/wiki/Cerasi_Chapel,正文导言与位置段
rel-365,units/places/chiesa-de-servi-bologna,units/places/bologna,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 515–516; print pp. 13
rel-366,units/places/chiesa-san-gregorio-cappella-madonna-carmine,units/persons/maria-teresa-ruffo-1688-altar-commissioner,commissioned_by,forward,1688,祭坛建造委托者,圣额我略堂加尔默罗圣母小堂内的大理石祭坛；不指1665年画作的委托关系,enrich,formal,lenzo-2005-san-gregorio,https://dialnet.unirioja.es/descarga/articolo/3669368.pdf,印刷页32；右侧横翼北墙；加尔默罗圣母祭坛及其所安置画作
rel-367,units/places/chiesa-san-gregorio-cappella-madonna-carmine,units/places/chiesa-san-gregorio-messina,located_at,forward,,历史建筑内部空间,右侧横翼北墙；不是独立教堂或修院法人,enrich,formal,chiesa-san-gregorio-messina-wikipedia-it,https://it.wikipedia.org/wiki/Chiesa_di_San_Gregorio_(Messina),Interno；L169–170；页面版本150392543
rel-368,units/places/chiesa-san-gregorio-messina,units/places/messina,located_at,forward,,所在城市,历史建筑地点；不指代修院法人,enrich,formal,metropolitan-city-messina-museum-history,https://visitme.comune.messina.it/en/node/433,历史段；圣额我略堂与相连修院；1880年及1908年事件
rel-369,units/places/contarelli-chapel,units/places/san-luigi-dei-francesi,part_of,forward,,,建筑内部礼拜堂,enrich,formal,part-of-places-san-luigi-dei-francesi-md,https://en.wikipedia.org/wiki/Contarelli_Chapel,正文导言与位置段
rel-370,units/places/gallery-palazzo-buonaccorsi,units/persons/raimondo-buonaccorsi,commissioned_by,forward,,画廊装饰委托者,布奥纳科尔西宫埃涅阿斯画廊,enrich,formal,macerata-131a,https://musei.macerata.it/opera/enea-racconta-a-didone-la-caduta-di-troia/,传记／交付段：Galleria…commissionata da Raimondo Buanaccorsi
rel-371,units/places/gallery-palazzo-buonaccorsi,units/places/palazzo-buonaccorsi,part_of,forward,,所属建筑,原书图版33b的宫内画廊,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 95–95; 章前：图版目录；印刷页xiv
rel-372,units/places/gallery-palazzo-buonaccorsi,units/places/macerata,located_at,forward,,所在城市,原书图版33b的宫内画廊,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 95–95; 章前：图版目录；印刷页xiv
rel-373,units/places/naples-cathedral,units/places/naples,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 498–502; print pp. 13
rel-374,units/places/palazzo-barberini,units/works/barberini-salone-bozzetto-disputed,location_of,forward,,本书写作时所报保存地点,归属仍有争议；不延伸为今日馆藏,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 463–464; print pp. 12
rel-375,units/places/palazzo-della-minerva,units/places/rome,located_at,forward,,建筑所在城市,Piazza della Minerva 38；与邻接教堂Santa Maria sopra Minerva分别处理,enrich,formal,senato-maffeo-barberini-exhibition-2026,https://www.senato.it/CESUS/2026/caravaggio/,"venue, address and “Roma” designation"
rel-376,units/places/palazzo-doria-pamfili,units/works/cortona-doria-pamfili-modelli-disputed,intended_site_of,forward,,所设计天顶的宫殿／画廊,只表示设计对象，不表示稿本位于宫内,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 461–463; print pp. 12
rel-377,units/places/pamfili-country-house-valmontone,units/places/valmontone,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 312–313; print pp. 9
rel-378,units/places/sant-agnese-piazza-navona,units/places/piazza-navona,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 437–439; print pp. 12
rel-379,units/places/sant-antonino-piacenza,units/places/piacenza,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 323–326; print pp. 9
rel-380,units/places/schloss-wilhelmshoehe,units/places/kassel,located_at,forward,来源访问时点2026-09-15,所在城市,宫殿建筑地址,enrich,formal,places-schloss-wilhelmshoehe,https://www.heritage-kassel.de/standorte/schloss-wilhelmshoehe,"Kontakt：Schlosspark1,34131Kassel"
rel-381,units/places/villa-aldobrandini-frascati,units/places/frascati,located_at,forward,,历史别墅所在地,"Villa Aldobrandini, Frascati; distinguishes it from the similarly named Rome villa",enrich,formal,regione-lazio-ville-tuscolane,https://www.regione.lazio.it/sites/default/files/2021-04/descrizione-ville-tuscolane.pdf,Villa Aldobrandini subsection
rel-382,units/places/villa-aldobrandini-frascati,units/persons/pietro-aldobrandini,owned_by,forward,1598,受赠人及所有人,Gift by Clement VIII Aldobrandini to Cardinal Pietro; later ownership is separately recorded in content,enrich,formal,regione-lazio-ville-tuscolane,https://www.regione.lazio.it/sites/default/files/2021-04/descrizione-ville-tuscolane.pdf,Villa Aldobrandini subsection
rel-383,units/places/villa-loredan-paese,units/persons/john-strange,owned_by,forward,,历史所有人,National Gallery所记Strange在Paese的乡间住宅；未给产权取得、转移或终止日期,enrich,formal,national-gallery-villa-del-timpano-arcuato,https://www.nationalgallery.org.uk/paintings/francesco-guardi-villa-del-timpano-arcuato-at-paese,lines 104–105
rel-384,units/places/villa-loredan-paese,units/places/paese,located_at,forward,,建筑所在地,Paese镇内的乡间别墅,enrich,formal,national-gallery-villa-del-timpano-arcuato,https://www.nationalgallery.org.uk/paintings/francesco-guardi-villa-del-timpano-arcuato-at-paese,lines 104–105
rel-385,units/works/a-d-gabbiani-a-group-of-musicians,units/institutions/soprintendenza-alle-gallerie-florence,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版40a的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 170–171; 章前：图片来源；印刷页xvi
rel-386,units/works/agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,units/persons/agostino-masucci,created_by,forward,,绘图者,NMH 554/1863纸本黑粉笔素描,enrich,formal,works-agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,https://collection.nationalmuseum.se/en/collection/item/82794/,Artist/Maker、Inventory number
rel-387,units/works/agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,units/persons/pier-francesco-mola,has_subject,forward,,描绘人物,画中正在绘制教宗肖像的莫拉；不代表此素描由莫拉创作,enrich,formal,works-agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,https://collection.nationalmuseum.se/en/collection/item/82794/,Description
rel-388,units/works/agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,units/persons/alexander-vii,has_subject,forward,,画中肖像的对象,莫拉所绘教宗肖像中的人物；不据此认定教宗委托马苏奇,enrich,formal,works-agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,https://collection.nationalmuseum.se/en/collection/item/82794/,Description
rel-389,units/works/agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,units/institutions/national-museum-stockholm,held_by,forward,,保管机构,NMH 554/1863馆藏记录；不据馆藏号后缀推定取得日期,enrich,formal,works-agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,https://collection.nationalmuseum.se/en/collection/item/82794/,对象题头、Inventory number、Collection
rel-390,units/works/albani-servi-altarpiece-1639,units/persons/bonifazio-gozadini,supplied_by,forward,1639,画布及群青承诺供应者,材料供应承诺；不扩写为作品赞助,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 515–516; print pp. 13
rel-391,units/works/albani-servi-altarpiece-1639,units/places/chiesa-de-servi-bologna,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 515–516; print pp. 13
rel-392,units/works/albani-servi-altarpiece-1639,units/persons/francesco-albani,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 514–516; print pp. 13
rel-393,units/works/alessandro-longhi-carlo-lodoli,units/persons/alessandro-longhi,created_by,forward,,肖像作者,原书该图版明确列出的作者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
rel-394,units/works/alessandro-longhi-carlo-lodoli,units/persons/carlo-lodoli,has_subject,forward,,肖像对象,原书该图版明确列出的肖像对象,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 126–126; 章前：图版目录；印刷页xv
